881,R,0,512,1579203983931026
881,R,0,4096,1579203983973798
881,R,42948558848,4096,1579203984602005
881,R,42948616192,4096,1579203984602532
881,R,1048576,4096,1579203984603007
881,R,1052672,4096,1579203984603665
881,R,42948620288,4096,1579203984604439
881,R,42948489216,4096,1579203984604815
881,R,2097152,4096,1579203984606770
881,R,1060864,4096,1579203984607802
881,R,1077248,4096,1579203984609106
881,R,1110016,4096,1579203984609737
881,R,1056768,4096,1579203984610507
881,R,1114112,4096,1579203984611107
881,R,1081344,4096,1579203984612793
881,R,1179648,4096,1579203984613509
881,R,1183744,4096,1579203984614080
881,R,1187840,4096,1579203984614482
881,R,1191936,4096,1579203984615070
881,R,1196032,4096,1579203984615495
881,R,1200128,4096,1579203984616088
881,R,1204224,4096,1579203984616547
881,R,1208320,4096,1579203984617004
881,R,1212416,4096,1579203984617624
881,R,1216512,4096,1579203984618152
881,R,1220608,4096,1579203984618694
881,R,1224704,4096,1579203984619084
881,R,1228800,4096,1579203984619470
881,R,1232896,4096,1579203984619880
881,R,1236992,4096,1579203984620587
881,R,1241088,4096,1579203984621145
881,R,1245184,4096,1579203984621648
881,R,1249280,4096,1579203984622395
881,R,1253376,4096,1579203984623138
881,R,1257472,4096,1579203984623650
881,R,1261568,4096,1579203984624303
881,R,1265664,4096,1579203984624681
881,R,1269760,4096,1579203984627393
881,R,1273856,4096,1579203984627834
881,R,1277952,4096,1579203984628363
881,R,1282048,4096,1579203984629145
881,R,1286144,4096,1579203984629577
881,R,1290240,4096,1579203984630065
881,R,1294336,4096,1579203984630619
881,R,1298432,4096,1579203984631346
881,R,1302528,4096,1579203984631914
881,R,1306624,4096,1579203984632379
881,R,1441792,4096,1579203984632929
881,R,1445888,4096,1579203984633424
881,R,1449984,4096,1579203984633782
881,R,1454080,4096,1579203984634185
881,R,1458176,4096,1579203984634717
881,R,1462272,4096,1579203984635146
881,R,1466368,4096,1579203984635503
881,R,1470464,4096,1579203984635856
881,R,1474560,4096,1579203984636196
881,R,1478656,4096,1579203984636851
881,R,1482752,4096,1579203984639589
881,R,1486848,4096,1579203984640077
881,R,1490944,4096,1579203984641026
881,R,1495040,4096,1579203984643644
881,R,1499136,4096,1579203984644009
881,R,1503232,4096,1579203984644546
881,R,1507328,4096,1579203984645054
881,R,1511424,4096,1579203984645403
881,R,1515520,4096,1579203984645772
881,R,1519616,4096,1579203984646222
881,R,1523712,4096,1579203984646660
881,R,1527808,4096,1579203984647213
881,R,1531904,4096,1579203984647583
881,R,1536000,4096,1579203984647951
881,R,1540096,4096,1579203984648313
881,R,1544192,4096,1579203984648869
881,R,1548288,4096,1579203984649332
881,R,1552384,4096,1579203984649717
881,R,1556480,4096,1579203984650311
881,R,1560576,4096,1579203984650658
881,R,1564672,4096,1579203984651029
881,R,1568768,4096,1579203984651832
881,R,1310720,4096,1579203984652724
881,R,1064960,4096,1579203984655068
881,R,3145728,4096,1579203984656340
881,R,1056768,4096,1579203984659587
881,R,1114112,4096,1579203984660248
881,R,1049600,1024,1579203984660754
881,R,1049600,1024,1579203984661232
881,R,1048576,4096,1579203984661570
881,R,1052672,4096,1579203984662244
881,R,1056768,8192,1579203984662402
881,R,5382144,4096,1579203984664364
881,R,5378048,4096,1579203984664409
881,R,8725200896,4096,1579203984668283
881,R,8725204992,49152,1579203984669418
881,R,8725254144,16384,1579203984669675
881,R,8725270528,4096,1579203984671696
881,R,8725274624,8192,1579203984671884
881,R,8725282816,12288,1579203984671904
881,R,8725295104,8192,1579203984671991
881,R,8725303296,32768,1579203984672268
881,R,8725340160,102400,1579203984673199
881,R,8725442560,20480,1579203984673264
881,R,8725463040,8192,1579203984673288
881,R,8725516288,40960,1579203984677528
881,R,8725557248,90112,1579203984677978
881,R,8726020096,131072,1579203984681665
881,R,8726249472,86016,1579203984687493
881,R,8726204416,45056,1579203984687514
881,R,8726388736,24576,1579203984691764
881,R,8726413312,32768,1579203984691818
881,R,8726446080,20480,1579203984691851
881,R,8726466560,36864,1579203984691927
881,R,8726503424,16384,1579203984691974
881,R,8726597632,131072,1579203984695416
881,R,8726765568,114688,1579203984696938
881,R,8726880256,16384,1579203984696995
881,R,8726896640,8192,1579203984697887
881,R,8726904832,32768,1579203984698262
881,R,8726937600,90112,1579203984698662
881,R,8727068672,131072,1579203984699165
881,R,8727334912,8192,1579203984700958
881,R,8727343104,24576,1579203984700993
881,R,8727367680,36864,1579203984701050
881,R,8727404544,61440,1579203984701155
881,R,8727486464,32768,1579203984703219
881,R,8727519232,40960,1579203984703252
881,R,8727560192,24576,1579203984703277
881,R,8727584768,28672,1579203984703327
881,R,8727613440,4096,1579203984703350
881,R,8727670784,8192,1579203984704169
881,R,8727678976,45056,1579203984704204
881,R,8727724032,4096,1579203984704229
881,R,8727728128,73728,1579203984704690
881,R,8727957504,16384,1579203984705839
881,R,8727973888,40960,1579203984705883
881,R,8728014848,28672,1579203984705911
881,R,8728043520,16384,1579203984705952
881,R,8728059904,16384,1579203984705998
881,R,8728076288,12288,1579203984706122
881,R,8728109056,20480,1579203984707193
881,R,8728129536,32768,1579203984707330
881,R,8728162304,4096,1579203984707494
881,R,8728166400,57344,1579203984707539
881,R,8728223744,16384,1579203984707756
881,R,8728383488,8192,1579203984708483
881,R,8728391680,45056,1579203984708536
881,R,8728436736,12288,1579203984708560
881,R,8728449024,28672,1579203984708597
881,R,8728477696,16384,1579203984708619
881,R,8728494080,20480,1579203984708654
881,R,8728535040,98304,1579203984709757
881,R,8728633344,12288,1579203984709814
881,R,8728645632,20480,1579203984709839
881,R,8728920064,32768,1579203984711451
881,R,8728952832,65536,1579203984711491
881,R,8729018368,32768,1579203984711565
881,R,8729063424,65536,1579203984712186
881,R,8729128960,57344,1579203984712279
881,R,8729186304,4096,1579203984712297
881,R,8729190400,4096,1579203984712349
881,R,8729214976,32768,1579203984713283
881,R,8729247744,32768,1579203984713328
881,R,8729280512,24576,1579203984713345
881,R,8729305088,16384,1579203984713381
881,R,8729321472,24576,1579203984713489
881,R,8729477120,20480,1579203984724270
881,R,8729497600,110592,1579203984728180
881,R,8729636864,4096,1579203984728546
881,R,8729640960,114688,1579203984729086
881,R,8729755648,12288,1579203984729526
881,R,8729767936,65536,1579203984731268
881,R,8729833472,65536,1579203984731354
881,R,8729972736,131072,1579203984734016
881,R,8730103808,131072,1579203984748219
881,R,8730234880,131072,1579203984762743
881,R,8730824704,102400,1579203984768257
881,R,8730927104,28672,1579203984768315
881,R,8731230208,131072,1579203984773491
881,R,8731807744,8192,1579203984775377
881,R,8731815936,49152,1579203984775413
881,R,8731865088,8192,1579203984775435
881,R,8731873280,12288,1579203984775455
881,R,8731885568,8192,1579203984775480
881,R,8731893760,8192,1579203984775505
881,R,8731901952,12288,1579203984775529
881,R,8731914240,12288,1579203984775557
881,R,8731926528,12288,1579203984775582
881,R,8732073984,24576,1579203984782946
881,R,8732098560,106496,1579203984783717
881,R,8732233728,131072,1579203984785012
881,R,8732364800,73728,1579203984790773
881,R,8732438528,8192,1579203984790898
881,R,8732446720,4096,1579203984790926
881,R,8732450816,16384,1579203984790960
